Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
187,Ish Smith,PG,34,DEN,4,0,3.0,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.5,0.5,2023
188,Jaden Springer,SG,20,PHI,4,0,4.3,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.3,0.5,.500,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.5,2.3,2023
189,Lamar Stevens,SF,25,CLE,2,0,4.5,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,1.0,1.0,1.000,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,2.5,2023
190,Max Strus,SF,26,MIA,23,23,28.2,3.3,8.2,.402,1.9,5.9,.319,1.4,2.3,.611,.516,0.9,1.1,.800,0.6,3.0,3.6,1.4,0.3,0.3,0.3,2.0,9.3,2023
191,Edmond Sumner,SG,27,BRK,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023
192,Jayson Tatum,SF,24,BOS,20,20,40.0,9.3,20.2,.458,2.7,8.2,.323,6.6,12.0,.550,.524,6.0,6.9,.876,1.3,9.2,10.5,5.3,1.1,1.1,2.8,2.2,27.2,2023
193,Cam Thomas,SG,21,BRK,2,0,8.0,1.5,3.5,.429,0.0,1.0,.000,1.5,2.5,.600,.429,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,3.0,2023
194,Klay Thompson,SF,32,GSW,13,13,36.0,6.5,16.8,.388,3.8,10.5,.368,2.7,6.4,.422,.502,1.6,1.8,.875,0.1,4.1,4.2,2.2,0.5,0.3,2.0,2.2,18.5,2023
195,Tristan Thompson,C,31,LAL,6,0,5.3,0.8,1.8,.455,0.0,0.0,,0.8,1.8,.455,.455,0.2,0.8,.200,0.7,1.0,1.7,0.3,0.0,0.0,0.2,0.2,1.8,2023
196,Xavier Tillman Sr.,C,24,MEM,6,6,30.5,4.0,7.5,.533,0.2,0.7,.250,3.8,6.8,.561,.544,0.5,0.8,.600,2.8,5.2,8.0,3.2,0.7,0.7,0.7,2.8,8.7,2023
197,Obi Toppin,PF,24,NYK,11,1,15.9,2.7,6.4,.429,1.2,3.9,.302,1.5,2.5,.630,.521,0.4,0.5,.800,0.9,2.6,3.5,0.6,0.7,0.3,0.7,1.1,7.0,2023
198,Karl-Anthony Towns,PF,27,MIN,5,5,36.0,6.4,14.0,.457,1.2,4.8,.250,5.2,9.2,.565,.500,4.2,5.6,.750,1.2,9.0,10.2,2.0,0.6,0.8,3.6,4.2,18.2,2023
199,P.J. Tucker,PF,37,PHI,11,11,26.7,1.7,4.6,.373,1.3,3.6,.350,0.5,1.0,.455,.510,0.2,0.3,.667,1.6,2.9,4.5,1.5,1.2,0.3,0.5,2.5,4.9,2023
200,Jarred Vanderbilt,PF,23,LAL,15,13,16.5,1.6,4.0,.400,0.5,1.9,.241,1.1,2.1,.548,.458,0.9,1.3,.700,1.3,1.9,3.2,0.8,0.7,0.8,0.9,2.1,4.6,2023
201,Gabe Vincent,PG,26,MIA,22,22,30.5,4.5,11.2,.402,2.3,6.1,.378,2.2,5.0,.432,.506,1.4,1.5,.882,0.4,1.0,1.4,3.5,0.9,0.2,1.4,3.0,12.7,2023
202,Dean Wade,PF,26,CLE,2,0,5.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0,2023
203,Ish Wainright,SF,28,PHO,6,0,3.5,0.2,0.7,.250,0.2,0.7,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.3,0.5,2023
204,Lonnie Walker IV,SG,24,LAL,13,0,13.8,2.2,4.6,.483,1.0,2.6,.382,1.2,2.0,.615,.592,0.7,0.9,.750,0.1,0.8,0.9,0.8,0.5,0.1,0.3,1.2,6.2,2023
205,T.J. Warren,SF,29,PHO,6,0,13.5,1.0,3.2,.316,0.2,1.2,.143,0.8,2.0,.417,.342,0.5,0.7,.750,0.3,0.8,1.2,0.5,0.2,0.5,0.2,0.8,2.7,2023
206,Yuta Watanabe,SF,28,BRK,1,0,5.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2023
207,Peyton Watson,SG,20,DEN,5,0,2.8,0.4,1.0,.400,0.2,0.4,.500,0.2,0.6,.333,.500,0.0,0.0,,0.2,0.6,0.8,0.2,0.0,0.2,0.2,0.4,1.0,2023
208,Russell Westbrook,PG,34,LAC,5,5,38.4,8.6,21.0,.410,2.0,5.6,.357,6.6,15.4,.429,.457,4.4,5.0,.880,1.8,5.8,7.6,7.4,1.2,1.4,4.0,3.0,23.6,2023
209,Derrick White,SG,28,BOS,20,16,29.7,4.7,9.2,.505,2.5,5.5,.455,2.2,3.7,.581,.641,1.6,1.7,.912,0.7,2.3,3.0,2.1,0.6,1.0,0.9,1.9,13.4,2023
210,Andrew Wiggins,SF,27,GSW,13,12,34.0,6.4,13.9,.459,1.5,4.9,.297,4.9,9.0,.547,.511,2.5,3.6,.681,1.8,3.8,5.6,1.9,0.8,1.2,1.3,3.5,16.7,2023
211,Grant Williams,PF,24,BOS,15,0,17.7,1.7,3.5,.472,1.2,2.7,.450,0.5,0.9,.538,.642,0.5,0.7,.800,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1,2023
212,Robert Williams,C,25,BOS,20,4,20.9,3.4,4.3,.788,0.0,0.1,.000,3.4,4.2,.798,.788,1.0,1.4,.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,2.2,7.7,2023
213,Ziaire Williams,SF,21,MEM,4,0,3.0,0.5,1.8,.286,0.3,0.8,.333,0.3,1.0,.250,.357,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.3,1.3,2023
214,Trae Young,PG,24,ATL,6,6,38.3,10.0,24.8,.403,3.0,9.0,.333,7.0,15.8,.442,.463,6.2,7.2,.860,0.8,2.8,3.7,10.2,1.7,0.7,4.0,1.8,29.2,2023
215,Omer Yurtseven,C,24,MIA,8,0,2.0,0.3,0.9,.286,0.0,0.3,.000,0.3,0.6,.400,.286,0.0,0.0,,0.4,0.3,0.6,0.1,0.0,0.1,0.1,0.3,0.5,2023
216,Cody Zeller,C,30,MIA,21,0,8.3,1.0,1.7,.571,0.0,0.0,,1.0,1.7,.571,.571,0.3,0.7,.400,0.5,1.8,2.3,0.3,0.1,0.2,0.6,1.3,2.2,2023
217,Ivica Zubac,C,25,LAC,5,5,26.0,3.4,6.0,.567,0.0,0.0,,3.4,6.0,.567,.567,2.4,3.2,.750,3.2,6.4,9.6,0.6,0.6,0.2,2.2,1.6,9.2,2023
